ID	subset	status	action	accession	PMID	title	quote	URL	note
COHO:0000184	MetaboLight	FOUND	example added	MTBLS834	PMID:36357675	Rare and common genetic determinants of metabolic individuality and their effects on human health.	Rare and common genetic determinants of metabolic individuality and their effects on human health (INTERVAL study assays)	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS834	The record's protocol describes INTERVAL as a randomised trial of blood-donation intervals at 25 NHSBT centres in England, so this is the cohort. The record gives DOI 10.1038/s41591-022-02046-0 = PMID:36357675, whose data statement (PMC9671801) lists MTBLS834.
COHO:0000187	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""China Atherosclerosis Study"" 0; atherosclerosis AND Han AND coronary 0. full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): name 0; bare CAS appears in 39 studies, only as CAS registry numbers or carotid artery atherosclerosis (MTBLS13908). Europe PMC ""China Atherosclerosis Study"" AND (MetaboLights OR MTBLS*) 0 (the name occurs in only 3 papers, all genetic). MetaboLight membership looks mistaken (acronym clash)."
COHO:0000188	MetaboLight	FOUND	example added	MTBLS620	PMID:30006587	Dynamics of Plasma Lipidome in Progression to Islet Autoimmunity and Type 1 Diabetes - Type 1 Diabetes Prediction and Prevention Study (DIPP).	The plasma samples for lipidome anlaysis have been obtained from the Finnish Type 1 Diabetes Prevention and Prediction Study (DIPP).	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS620	"Full name and acronym, Finnish; the protocol describes HLA screening of newborns in Turku, Tampere and Oulu, so this is the cohort. Quote keeps the record's spelling ""anlaysis"". MTBLS802, MTBLS729 and MTBLS1015 also use DIPP samples."
COHO:0000189	MetaboLight	FOUND	example added	MTBLS540	PMID:28937204	J-Resolved 1H NMR 1D-Projections for Large-Scale Metabolic Phenotyping Studies: Application to Blood Plasma Analysis.	using 705 human plasma samples from the FGENTCARD cohort	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS540	Unique acronym. The protocol describes FGENTCARD patients catheterised at 2 university hospitals in Lebanon, so this is the cohort. The record says 2006-2009, not the 2007-2010 in the COHO definition.
COHO:0000190	MetaboLight	FOUND	example added	MTBLS798	PMID:30817158	A Novel Metabolic Signature To Predict the Requirement of Dialysis or Renal Transplantation in Patients with Chronic Kidney Disease.	Our study cohort comprised 4640 participants from the German Chronic Kidney Disease (GCKD) study	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS798	Full name. MTBLS284 (PMID:33574263) also used GCKD urine samples.
COHO:0000191	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""German Longevity Study"" 0; longevity AND German 0; centenarians 0; longevity 14 (the only human cohort is the Leiden Longevity Study, MTBLS974). full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): name 0; bare GLS appears only as glutaminase (e.g. MTBLS2806, MTBLS9415) or a GLS 80 glass bottle. Europe PMC ""German Longevity Study"" AND (MetaboLights OR MTBLS*) 0. MetaboLight membership looks mistaken (acronym clash)."
COHO:0000192	MetaboLight	NOT FOUND	removed from subset						"EBI Search metabolights: ""Global Registry of Acute Coronary Events"" 1 hit, MTBLS395 (AMI-Florence II cohort), which only uses the GRACE risk score as a comparator, not registry participants or data; GRACE AND coronary 1 (MTBLS310, unrelated red-wine trial). full-text scan of all 3,442 public MetaboLights studies (EB-eye dump of 2026-09-23 plus the 6 newer records): GRACE_Genetics 0; the full name is only in MTBLS395. Europe PMC ""Global Registry of Acute Coronary Events"" AND (MetaboLights OR MTBLS*) 3 (PMID:30616610, 31899863, 41406945), all using only the GRACE score. MetaboLight membership looks mistaken, possibly from the score mention in MTBLS395."
COHO:0000193	MetaboLight	FOUND	example added	MTBLS93	PMID:25502724	Large-scale metabolomic profiling identifies novel biomarkers for incident coronary heart disease.	Metabolomics was performed in a subsample of TwinGene.	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS93	The record describes TwinGene as twins born 1911-1958, examined 2004-2008, nested within the Swedish Twin Register, so this is the cohort. The paper (PMC4263376) replicates in TwinGene and lists MTBLS93.
COHO:0000194	MetaboLight	FOUND	example added	MTBLS124	PMID:25502724	Large-scale metabolomic profiling identifies novel biomarkers for incident coronary heart disease.	Large-scale non-targeted plasma metabolomics in the Uppsala Longitudinal Study of Adult Men	https://www.ebi.ac.uk/metabolights/ws/studies/public/study/MTBLS124	Full name. The record describes men born 1920-1924 in Uppsala, invited at age 50 from 1970, so this is the cohort. The paper (PMC4263376) lists MTBLS124.
COHO:0000016	PRIDE	FOUND	example added	PXD037682	PMID:36462503	Functional proteomic profiling links deficient DNA clearance with increased mortality in individuals with severe COVID-19 pneumonia.	Plasmas of healthy donors with and without inflammation signatures were selected from participants in the Avon Longitudinal Study of Parents and Children (ALSPAC)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9671605/fullTextXML	Full name in the paper (50 ALSPAC plasma samples measured by MS); PRIDE title 'ALSPAC human inflammation plasma proteomics', keyword gives the full name, and the paper's resource table lists PXD037682. Only ALSPAC hit in PRIDE (full name and ALSPAC: 1 hit each on both searches).
COHO:0000023	PRIDE	FOUND	example added	PXD010437	PMID:32534439	Orthogonal Proteomic Platforms and Their Implications for the Stable Classification of High-Grade Serous Ovarian Cancer Subtypes.	The tumor specimens were obtained through The Cancer Genome Atlas (TCGA) Biospecimen Core Resource, and they were previously genomically characterized (Cancer Genome Atlas Research Network, Nature 2011).	https://www.ebi.ac.uk/pride/ws/archive/v2/projects/PXD010437	SWATH-MS of 103 TCGA high-grade serous ovarian tumours (CPTAC); the paper says it analysed 'the original retrospective TCGA samples' and cites PXD010437. The other 21 full-name hits mostly consult TCGA expression data; this one measured TCGA specimens.
COHO:0000036	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: ""Chicago Asthma Genetics"" 0/0; ""Chicago Asthma"" 0/0; asthma AND chicago 0 (EBI); ""University of Chicago"" 47 archive hits, none on asthma; CAG 73/298, none with asthma or Chicago context (e.g. CAG repeats). PRIDE membership looks mistaken (likely the acronym CAG)."
COHO:0000044	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: full name 0/0; ""Minority Population"" 0/0; COMPASS 193/207, none with stroke, minority-population or GWAS context (e.g. the COMPASS methyltransferase complex, Bruker Compass software). A GWAS meta-analysis consortium; PRIDE membership looks mistaken (acronym match)."
COHO:0000045	PRIDE	FOUND	example added	PXD020261	PMID:33253581	Multiplatform Approach for Plasma Proteomics: Complementarity of Olink Proximity Extension Assay Technology to Mass Spectrometry-Based Protein Profiling.	Kora: cooperative health research in the region of augsburg	https://www.ebi.ac.uk/pride/ws/archive/v2/projects/PXD020261	Quote is the record's keyword; its description says '173 human plasma samples from a southern Germany population-cohort'. The paper's bioRxiv preprint (10.1101/2020.08.04.236356, full text; published version not open access) says 'using 173 blood plasma samples from the population-based KORA (Cooperative Health Research in the Region of Augsburg) study' (KORA F4). Only KORA hit in PRIDE.
COHO:0000075	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: ""GENE SISters"" 0/0; ""GENESIS study"" 0/0; GENESIS 86/87, none with breast-cancer, sister, BRCA or French context beyond the word genesis (e.g. ""BC genesis""); sisters with breast context 0. PRIDE membership looks mistaken (common word)."
COHO:0000107	PRIDE	FOUND	example added	PXD057946	PMID:40926231	Extreme MetaboHealth scores in three cohort studies associate with plasma protein markers for inflammation and cholesterol transport.	test for association with plasma proteins by comparing extreme scoring individuals selected from two large population cohorts -the Leiden Longevity Study (LLS) and the Rotterdam Study (RS) and discordant monozygotic twin pairs from the Netherlands Twin Register (NTR).	https://www.ebi.ac.uk/pride/ws/archive/v2/projects/PXD057946	Plasma of 50 LLS participants (LLS Partners-Offspring, per the paper) measured by LC-MS; paper cites PXD057946. Alternative: PXD063190 (PMID:40442464), mESC proteomics of variants found in LLS long-lived families' WGS.
COHO:0000146	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: ""Psychiatric GWAS Consortium"" 0/0; ""Psychiatric Genomics Consortium"" 0/0; PGC 55/85, none psychiatric (e.g. PGC-1alpha, ""post-gluten challenge""); 80 schizophrenia projects in the archive, none naming PGC. PRIDE membership looks mistaken (acronym PGC)."
COHO:0000148	PRIDE	FOUND	example added	PXD057946	PMID:40926231	Extreme MetaboHealth scores in three cohort studies associate with plasma protein markers for inflammation and cholesterol transport.	Using a Luminex cytokine assay and liquid chromatography-mass spectrometry-based proteomics we explored the plasma proteins associating with the difference in 100 extreme scoring individuals selected from two large population cohorts, the Leiden Longevity Study (LLS) and the Rotterdam Study (RS), and discordant monozygotic twin pairs from the Netherlands Twin Register (NTR).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12418662/fullTextXML	Plasma of 50 Rotterdam Study participants measured by LC-MS; the paper says it used 'the first measurements (RS-I)' (COHO:0000544 Rotterdam Study I), cites the Rotterdam Study design paper and deposits PXD057946. Only Rotterdam Study hit in PRIDE.
COHO:0000176	PRIDE	FOUND	example added	PXD065892	PMID:40671462	Diagnostics of Autoimmune Hepatitis Enabled by Non-Invasive Clinical Proteomics.	Findings were validated using data from the United Kingdom Biobank (UKB).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12517118/fullTextXML	UKB Olink plasma data (AIH cases vs controls) analysed for validation, under 'UKB Resource under Application Number 61785'; the PRIDE data are the discovery cohort's MS runs, not UKB samples. No PRIDE project measured UKB samples ('UK Biobank' 3/4 hits: PXD083842 also validates in UKB data, PXD078736 analyses UKB data but has no paper yet, PXD047515 uses UKB GWAS summary statistics).
COHO:0000185	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: ""China, Oxford and Virginia Commonwealth University"" 0 (EBI); ""Experimental Research on Genetic Epidemiology"" 0/0; CONVERGE 50/289, none about depression in Han Chinese women (e.g. the verb converge, ""Department of Convergence Medicine"", Seoul). PRIDE membership looks mistaken (common word)."
COHO:0000186	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: ""Gene-Environmental Interaction and phenotype"" 0/0; GENIE 23/29, none this cohort (Disruptor/Vortex Genie lab equipment, AACR Project GENIE, the GENIE diabetic-nephropathy consortium); Gangnam 3/1 (Gangnam Severance Hospital, unrelated); ""health check-up"" 0/0. PRIDE membership looks mistaken (acronym GENIE)."
COHO:0000195	PRIDE	FOUND	example added	PXD016039	PMID:31707363	Age-associated changes in human CD4 + T cells point to mitochondrial dysfunction consequent to impaired autophagy.	we examined CD4+ T cells obtained from younger (20-39 years-old) and older (70+ years-old) healthy participants of the Baltimore Longitudinal Study on Aging (BLSA).	https://www.ebi.ac.uk/pride/ws/archive/v2/projects/PXD016039	Older donors' apheresis samples came from BLSA (NIA). The PRIDE record lists no paper, but the paper of the same title deposits PXD016039. Also PXD005321 names BLSA (AD brain insoluble proteome), not checked further.
COHO:0000196	PRIDE	NOT FOUND	removed from subset						"EBI Search pride / PRIDE archive search hits: ""Motor Neuron Disease Biobank"" 0/0; ""MND Biobank"" 0/0; ""MND Association"" 0/0; ""Motor Neurone Disease Association"" 0/0; MNDA 3/3, all the MNDA protein (myeloid nuclear differentiation antigen); ""DNA bank"" 1 archive hit (Spanish National DNA Bank); ALS lymphoblastoid-line projects use Coriell lines. PRIDE membership looks mistaken (MNDA protein name)."
