ID	example study	PMID	note	quote	URL	title
COHO:0001247	GCST90449062	PMID:39537608	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Stroke Malik et al., 2018 Nature Genetics METASTROKE, NINDS-SIGN, CHARGE, EPIC, AIDHS/SDS, VHIR-FMT-Barcelona, Biobank Japan	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11561119/supplementaryFiles	
COHO:0001248	GCST90568440	PMID:40962958	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Virginia Twin Study of Adolescent Behavioral Development VTSABD	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-025-02295-y/MediaObjects/41588_2025_2295_MOESM7_ESM.xlsx	
COHO:0001249	GCST90502911	PMID:40216759	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	NHLBI TOPMed: Vanderbilt Genetic Basis of Atrial Fibrillation (VU_AF)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11992084/supplementaryFiles	
COHO:0001250	GCST90841194	PMID:42009823	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We enrolled 5,952 Han Chinese participants (see Supplementary Note 1 for myopia status distribution), who had given informed consent and undergone genotyping as part of the WeGene Personal Genome Services.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13175889/fullTextXML	
COHO:0001251	GCST90270120	PMID:35670608	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We conducted a genome-wide association study (GWAS) of periodic limb movements in sleep (PLMS) using a joint analysis (i.e., discovery, replication, and joint meta-analysis) of four cohorts (MrOS, the Wisconsin Sleep Cohort Study, HypnoLaus, and MESA), comprised of 6843 total subjects.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A35670608+AND+SRC%3AMED&format=json&resultType=core	
COHO:0001252	GCST90502757	PMID:39885687	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	To identify genetic loci associated with early-childhood body mass index (BMI), we performed GWAS of BMI Z scores in eight ancestrally diverse cohorts: ZOE 2.0 cohort, the Santiago Longitudinal Study (SLS), the Vanderbilt University BioVU biobank, the Geisinger MyCode Health Initiative biobank, Study of Latino (SOL) Youth, Pelotas (Brazil) Birth Cohort, Cameron County Hispanic Cohort (CCHC), and Viva La Familia cohort.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39885687+AND+SRC%3AMED&format=json&resultType=core	
COHO:0001253	GCST90860918	PMID:41724405	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The PASTURE study is a prospective birth cohort study started in 2002 and is conducted in children from rural areas of 5 European countries (Austria, Finland, France, Germany, and Switzerland) (58).	https://ars.els-cdn.com/content/image/1-s2.0-S009167492600093X-mmc3.pdf	
COHO:0001254	GCST90841457	PMID:42225636	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Project Viva 1999-2002 USA	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-026-73509-y/MediaObjects/41467_2026_73509_MOESM3_ESM.xlsx	
COHO:0001255	GCST90399478	PMID:37985413	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Additional AD cases and control individuals (32 AD and 20 controls) from Santiago were recruited from the GERO 17 (Geroscience Center for Brain Health and Metabolism) study at the Memory and Neuropsychiatric Center of the Hospital del Salvador and Faculty of Medicine of the University of Chile.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10917041/fullTextXML	
COHO:0001256	GCST90399478	PMID:37985413	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The Argentinian samples were recruited in the context of the Alzheimer's Genetics in Argentina–Alzheimer Argentina consortium (AGA‐ALZAR, https://www.gaaindata.org/partner/AGA)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10917041/fullTextXML	
COHO:0001257	GCST90861010	PMID:42225636	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The STORK study received additional funding from the Norwegian Diabetes Association, Oslo Diabetes Research Centre, the Norwegian Odd Fellow Research Fund, Johan Selmer Kvanes’ Endowment for Research in Diabetes, University of Oslo, Thematic research: Perinatal nutrition, Oslo University Hospital, Department of Obstetrics, the Norwegian Health Association and the Norwegian Extra Foundation for Health and Rehabilitation.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13226718/supplementaryFiles	
COHO:0001258	GCST90449022	PMID:39046104	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	The San Antonio Longitudinal Study of Aging (SALSA) is a community-based study of the disablement process in older Mexican Americans (MAs) and European Americans (EAs).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11497727/supplementaryFiles	
COHO:0001259	GCST90013445	PMID:34127860	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	These studies include the Type 1 Diabetes Genetics Consortium (T1DGC), British 1958 Birth Cohort, Genetic Resource Investigating Diabetes (GRID), Consortium for the Longitudinal Evaluation of African-Americans with Early Rheumatoid Arthritis (CLEAR), Epidemiology of Diabetes Interventions and Complications (EDIC), Genetics of Kidneys and Diabetes Study (GoKinD), New York Cancer Project (NYCP), SEARCH for Diabetes in Youth study (SEARCH), Type 1 Diabetes TrialNet study (TrialNet), Tyypin 1 Diabetekseen Sairastuneita Perheenjäsenineen (IDDMGEN), Tyypin 1 Diabeteksen Genetiikka (T1DGEN), Northern Ireland GRID Collection, Northern Ireland Young Hearts Project, Hvidoere Study Group on Childhood Diabetes (HSG), and International HapMap Project.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8273124/fullTextXML	
COHO:0001260	GCST90454541	PMID:40399555	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	IrCovid - Genome-wide assessment of the gene variants associated with severe COVID-19 phenotype in Iran	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/supplementaryFiles	
COHO:0001261	GCST90013445	PMID:34127860	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	These studies include the Type 1 Diabetes Genetics Consortium (T1DGC), British 1958 Birth Cohort, Genetic Resource Investigating Diabetes (GRID), Consortium for the Longitudinal Evaluation of African-Americans with Early Rheumatoid Arthritis (CLEAR), Epidemiology of Diabetes Interventions and Complications (EDIC), Genetics of Kidneys and Diabetes Study (GoKinD), New York Cancer Project (NYCP), SEARCH for Diabetes in Youth study (SEARCH), Type 1 Diabetes TrialNet study (TrialNet), Tyypin 1 Diabetekseen Sairastuneita Perheenjäsenineen (IDDMGEN), Tyypin 1 Diabeteksen Genetiikka (T1DGEN), Northern Ireland GRID Collection, Northern Ireland Young Hearts Project, Hvidoere Study Group on Childhood Diabetes (HSG), and International HapMap Project.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8273124/fullTextXML	
COHO:0001262	GCST90399478	PMID:37985413	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Control individuals (n = 791) were recruited from the Alexandros longitudinal study, 14 of community‐dwelling older adults (≥60 years old) of different demographic origins and socioeconomic levels, mainly in the study of healthy life expectancy, free of disability and dementia.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10917041/fullTextXML	
COHO:0001263	GCST90455614	PMID:38242088	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	We performed a mega-analysis in a discovery cohort that combined three African ancestry datasets: the ADAGES study (n = 1,999),36 the GGLAD consortium (n = 2,952),37 and the Primary Open-Angle African American Glaucoma Genetics (POAAGG) study (n = 6,324)38 (Figure 1).	https://europepmc.org/api/getPdf?pmcid=PMC11844349	
COHO:0001264	GCST90020034	PMID:34528705	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	ICON7 was conducted in advanced or high-risk early-stage ovarian cancer patients treated with carboplatin and paclitaxel with or without bevacizumab.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC8627468/unicode	
COHO:0001265	GCST90320240	PMID:38014556	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Specifically, we jointly profiled 674 PD subjects predominantly with earlier onset PD from the Parkinson’s Research Alliance of India (PRAI) cohort via genotype array and whole exome sequencing (WES)	https://www.medrxiv.org/content/medrxiv/early/2023/06/22/2023.06.18.23291407.full.pdf	
COHO:0001266	GCST90454541	PMID:40399555	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Follow-UP study of patients with critical COVID-19/COVID-19 Cohort Study of the University Hospital of the Technical University Munich (SweCovid/COMRI)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/fullTextXML	
COHO:0001267	GCST90454541	PMID:40399555	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Follow-UP study of patients with critical COVID-19/COVID-19 Cohort Study of the University Hospital of the Technical University Munich (SweCovid/COMRI)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/fullTextXML	
COHO:0001268	GCST90271572	PMID:39302385	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	This study was conducted among participants of the Placental Abruption Genetic Epidemiology	https://www.medrxiv.org/content/medrxiv/early/2023/11/22/2023.11.22.23298891.full.pdf	
COHO:0001269	GCST90861010	PMID:42225636	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	Data collection for the Stork Groruddalen study was funded by The Research Council of Norway, The South-Eastern Norway Regional Health Authority and the public Child Health Clinics in Stovner, Grorud and Bjerke districts in Oslo.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13226718/supplementaryFiles	
COHO:0001270	GCST90454540	PMID:40399555	minted 2026-09-24 from the fourth tier of the GWAS and PGS Catalog review (drafted from gathered evidence, checked by an independent review before minting; catalog_cohorts_review.tsv)	of Long COVID (GOLD), Helix Exome+ and Healthy Nevada Project COVID-19 Phenotypes (Helix), MexGen-COVID Initiative, COVID-19 Ioannina Biobank (Ioannina), Genome-wide assessment of the gene variants associated with severe COVID-19 phenotype in Iran (IrCovid), Japan COVID-19 Task Force (JapanTaskForce), Lifelines, Norwegian Mother, Father and Child Cohort Study (MoBa), Mount Sinai COVID Biobank (MSCIC), Penn Medicine BioBank (PMBB), Follow-UP study of patients with critical COVID-19/COVID-19 Cohort Study of the University Hospital of the Technical University Munich (SweCovid/COMRI), Tirschenreuth Study (TiKoCo), TwinsUK, UK Biobank and Understanding Society—UK Household Longitudinal Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12165857/fullTextXML	
