ID,label,type,disease cohort,disease role,diseases,quote,source,confidence,note,classified by,checked by
COHO:0001294,Cambridgeshire Parkinson's Incidence from GP to Neurologist,cohort,yes,patients,Parkinson's disease | parkinsonism,The Cambridgeshire Parkinson's Incidence from GP to Neurologist (CamPaIGN) cohort comprises incident PD cases followed for up to 13 years (n = 141).,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A31965629+AND+SRC%3AMED&format=json&resultType=core,high,A population-representative incident cohort of newly diagnosed Parkinson's disease and parkinsonism in Cambridgeshire.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001295,Canadian Spontaneous Coronary Artery Dissection Study,cohort,yes,patients,spontaneous coronary artery dissection,"We performed a multicentre, prospective, observational study of patients with non-atherosclerotic SCAD presenting acutely from 22 centres in North America.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A30698711+AND+SRC%3AMED&format=json&resultType=core,high,A prospective cohort of patients presenting with acute spontaneous coronary artery dissection; emotional and physical stressors are recorded as precipitants but do not define the cohort.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001296,Copenhagen City Heart Study,cohort,yes,population study of disease,coronary heart disease | stroke,The original purpose of the study was to focus on prevention of coronary heart disease and stroke.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4625209/fullTextXML,high,An age-stratified random sample of the Copenhagen general population set up as a cardiovascular population study; other topics (including alcohol) were added later but no exposure defines it.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001297,Chicago Cancer Prone Study,cohort,yes,at risk,cancer | breast cancer,"Briefly, CCPS is a local registry of diverse high‐risk families at a hospital‐based preventive oncology clinic that has registered 5685 participants as of September 2024 since its establishment in 1992.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12818384/fullTextXML,high,"A registry of individuals and families at high risk of cancer at a Chicago preventive oncology clinic, also run as a hospital-based case-control study of breast cancer in young patients (so it includes patients too).","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001298,Comprehensive Sickle Cell Centers Collaborative Data Project,cohort,yes,patients,sickle cell disease,Adult and pediatric patients with all forms of SCD at participating CSCC Centers and satellite sites were considered eligible for C-Data Project enrollment if seen within the last 24 months and were expected to return for care.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2911637/unicode,high,A multicentre observational cohort of children and adults with sickle cell disease treated at the NHLBI Comprehensive Sickle Cell Centers.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001299,Cardiovascular Genome Center cohort,cohort,yes,patients,coronary artery disease | cardiovascular disease,"All patients who visited the Division of Cardiology at a university hospital, for a health check-up or due to chest symptoms from January 2001 to August 2009 were included in the CGC cohort.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10164599/fullTextXML,medium,"A hospital-based registry of cardiology patients at Severance Hospital, Seoul, for genetic research on coronary artery disease; some came only for check-ups, so the patient role follows from the clinic setting rather than a stated diagnosis requirement.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001300,Cancer Genetic Markers of Susceptibility,cohort aggregation,yes,patients,prostate cancer | breast cancer,"A new NCI initiative, Cancer Genetic Markers of Susceptibility (CGEMS), is a three-year study designed to identify common genetic variations associated with risk for prostate and breast cancer.",https://pmc.ncbi.nlm.nih.gov/articles/PMC2291937/,high,"An NCI initiative running prostate and breast cancer GWAS in case-control sets drawn from existing cohorts and a case-control study; classified by the cancer cases it collects, with no exposure focus.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001301,Canadian Cystic Fibrosis Gene Modifier Study,cohort,yes,patients,cystic fibrosis,The CGS patients were recruited from the Canadian population of CF patients.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4589222/fullTextXML,high,A population-based Canadian study of people with cystic fibrosis (and their parents) to find genetic modifiers of CF lung disease and complications.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001302,Center for HIV/AIDS Vaccine Immunology,cohort aggregation,yes,patients,HIV-1 infection,"We analyzed PBMC values from CHAVI cohorts of acutely HIV-infected (n = 1125), chronically HIV-infected (n = 626) and HIV-negative (n = 297) participants and found that initial PBMC viabilities, yield, and processing time were equivalent (all p-values <0.001; data not shown) for all cohorts.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4138272/unicode,high,"An NIAID HIV vaccine consortium whose clinical and host-genetics cohorts are mostly people with acute or chronic HIV-1 infection; it is defined by infection (disease), not by exposure among the uninfected.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001303,Chinese Keratoconus Cohort Study,cohort,yes,patients,keratoconus,"The CKC cohort is hospital-based and dynamic and was established in Zhengzhou, China; KC patients (n = 1114) from a large geographical area were enrolled from January 2019 to June 2023, with a mean age of 22.23 years (6‒57 years).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A38703249+AND+SRC%3AMED&format=json&resultType=core,high,"A hospital-based cohort of keratoconus patients in Zhengzhou; its 'environment' factors are eye rubbing, atopy and BMI, which are not environmental agents in scope.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001304,Chronic Kidney Disease in Children Study,cohort,yes,patients,chronic kidney disease,"The CKiD Study is an ongoing cohort of children, adolescents, and young adults with a diagnosis of CKD in the United States and Canada with participants enrolled between ages 0.5 and 16 years starting in 2005.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9062328/fullTextXML,high,A North American prospective cohort of children with chronic kidney disease followed for progression and its effects.,"Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001305,UCLA Consortium for Neuropsychiatric Phenomics,cohort,yes,patients,schizophrenia | bipolar disorder | attention-deficit/hyperactivity disorder,"The CNP sample additionally included smaller groups of people who had diagnoses of schizophrenia, bipolar disorder, and attention-deficit/hyperactivity disorder (following DSM-IV), to determine where these individuals’ scores would fall with respect to the distributions observed in healthy individuals.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5139672/fullTextXML,medium,"A UCLA sample of mostly healthy community adults plus patient groups with schizophrenia, bipolar disorder and ADHD, studied dimensionally for links to these illnesses; the disease verdict rests on the recruited patient groups, though healthy volunteers are the majority.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001306,Chronic Obstructive Pulmonary Disease in Dusty Areas,cohort,yes,patients,chronic obstructive pulmonary disease,The cohort was composed of subjects with airflow limitation and healthy volunteers who agreed to undergo examination.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5958470/fullTextXML,high,"Residents of cement-plant districts in South Korea, with COPD or airflow limitation and normal-spirometry volunteers, followed for COPD outcomes under cement dust exposure; residence near the plants defines the exposure.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001307,Cohort in Lung Transplantation,cohort,yes,patients,chronic lung allograft dysfunction | chronic obstructive pulmonary disease,"The recipients were 48 years-old at transplantation on average, 45% women, and the main underlying disease was chronic obstructive pulmonary disease (45%).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39164465+AND+SRC%3AMED&format=json&resultType=core,medium,"A French-Belgian cohort of lung transplant candidates (with end-stage lung disease, mostly COPD) and their donors, set up to predict chronic lung allograft dysfunction; air pollution was studied in a sub-project only, so no exposure verdict.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001308,Cooperative Study of Sickle Cell Disease,cohort,yes,patients,sickle cell disease,The Cooperative Study of Sickle Cell Disease was initiated in 1977 to determine the natural history of sickle cell disease (SCD) from birth to death in order to identify those factors contributing to the morbidity and mortality of the disease.,https://biolincc.nhlbi.nih.gov/studies/csscd/,high,"A US multicentre natural-history study that enrolled patients with sickle cell disease, so a patient cohort; no environmental exposure defines or drives the design.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001309,Dallas Heart Study,cohort,yes,population study of disease,cardiovascular disease,"Thus, the Dallas Heart Study provides a phenotypically well-characterized probability sample for multidisciplinary research that will be used to improve the mechanistic understanding and prevention of cardiovascular disease, especially in black Americans.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A15194016+AND+SRC%3AMED&format=json&resultType=core,high,"A population-based probability sample of Dallas County residents designed to study ethnic differences in cardiovascular health, so a population study of cardiovascular disease; exposures are not its design purpose.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001310,Danish Testicular Cancer Late Treatment Effects Cohort,cohort,yes,patients,testicular cancer,The cohort was set up in order to analyze late effects in long-term testicular cancer survivors (TCS) and to contribute to the design of future follow-up programs addressing and potentially preventing late effects.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29515973+AND+SRC%3AMED&format=json&resultType=core,high,"A nationwide Danish cohort of testicular cancer survivors studied for late treatment effects; the only exposure is cancer treatment, which is out of scope.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001311,Drakenstein Child Health Study,cohort,yes,population study of disease,lower respiratory tract infection,"We describe a unique multidisciplinary South African birth cohort, the Drakenstein Child Health Study (DCHS), to investigate the incidence, risk factors, aetiology and long-term impact of early lower respiratory tract infection (LRTI) on child health.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5107608/fullTextXML,medium,"A population-based South African birth cohort built to study early lower respiratory tract infection; environmental exposures (measured with home monitors) are one of seven risk-factor domains rather than the stated design purpose, so exposure is judged no, though it is borderline.","Claude Opus 5.5 (Anthropic), 2026-09",
COHO:0001312,Dental Strategies Concentrating on Risk Evaluation,cohort,yes,population study of disease,cardiovascular disease,"The fourth cohort (Dental SCORE, n = 548) is a subset of a larger project, Heart SCORE, which is an ongoing cardiovascular disease study of 2,000 middle aged White and African Americans in the Pittsburgh region of Pennsylvania [17].",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9378791/fullTextXML,medium,"A dental-examination subgroup of Heart SCORE, a community-based cardiovascular disease study of Pittsburgh adults; participants were not selected for disease or exposure, so it is a population study of cardiovascular disease with dental phenotyping.","Claude Opus 5.5 (Anthropic), 2026-09",
