ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0001451,Amsterdam Born Children and their Development,cohort,8266,"pregnant women recruited at the first prenatal visit (of 12,393 eligible)",,,2003-2004,"Pregnant women living in Amsterdam between January 2003 and March 2004 were eligible to participate in the Amsterdam Born Children and their Development cohort study (n = 12,393) and were recruited at the first prenatal visit (n = 8266) [44].",PMID:41550966,yes,high,PMID:20813863,"The study website says about 8,000 children are followed from pregnancy into adulthood. Of the recruited women, 4389 consented to blood sampling (PMID:41550966). The cohort profile (PMID:20813863, Int J Epidemiol 2011) was not on disk; it would confirm the figure.",s073
COHO:0001452,100-plus Study,cohort,332,centenarians included by September 2018 (family members and partners not counted),,,2018,"To date (September 2018), 332 centenarians were included in the study.",PMID:30362018,yes,medium,,"Ongoing study, so the count grows; the design paper gives no count of the first-degree relatives and partners enrolled since 2017. The example study (PMID:33216869) used 358 participants from the 100-plus Study cohort as cases (343 after QC) plus 86 partners of centenarians' children as controls. A more recent cohort update would give the current total.",s073
COHO:0001453,Two Sister Study,cohort,,young-onset breast cancer cases enrolled 2008-2010 and their breast cancer-free control sisters from the Sister Study,1422,1669,2008-2010,"We conducted the Two Sister Study, a sister-matched case-control study, by enrolling 1422 women between September 2008 and December 2010, who were younger than age 50 years at diagnosis with breast cancer and were enrolled within 4 years of diagnosis, and 1669 breast cancer-free control sisters from the Sister Study.",PMID:22773825,yes,medium,,"No source states a single total of cases plus controls, so participants is left null. The study website says: 'Over 1,400 young-onset sisters enrolled in the study by completing questionnaires and/or providing saliva samples for DNA, along with 1,700 of their sisters in the Sister Study.' and 'Of their parents, 1,438 provided a saliva sample.'; about 1,300 cases completed all requirements and are followed prospectively.",s073
COHO:0001454,Women's Health Study: From Adolescence to Adulthood,cohort,1549,participants enrolled Nov 2012-Jun 2018 (endometriosis cases and controls),787,762,2012-2018,"The Women's Health Study: From Adolescence to Adulthood (A2A) is a longitudinal observational cohort study that enrolled 1,549 participants [n = 787 surgically confirmed women with endometriosis (cases) and n = 762 controls] from November 2012–June 2018, enrolling 85% of those who were eligible to participate in the study.",PMID:38665804,yes,high,,PMID:38495219 also says 'Of the 1549 participants enrolled in the A2A cohort' but gives n=785 with endometriosis in its methods. PMID:32833998 analysed a subset of 282 cases and 293 controls.,s073
COHO:0001455,African Ancestry Breast Cancer Genetic Consortium,cohort aggregation,,female cases and controls of African ancestry from 26 studies in the 2024 GWAS,18034,22104,2024,"In brief, we analyzed whole-genome sequenced and high-density genotyped data from 18,034 female cases with breast cancer and 22,104 female controls of African ancestry from 26 studies participating in the AABCG, with 85.3% of participants from the United States and 14.7% from the African continent and Barbados.",https://europepmc.org/api/getPdf?pmcid=PMC11284829,yes,high,,"PMID:38741014, the consortium's flagship GWAS; no single total is stated, so participants is null. The PRS paper (PMID:41629673) used 17,391 cases and 18,800 controls of AABCG data.",s073
COHO:0001456,Australian Asthma Genetics Consortium,cohort aggregation,7197,individuals in the 2011 Australian asthma GWAS (cases and controls),2669,4528,2011,"The Australian GWAS included data from 7,197 individuals of whom 5,523 (77%) were genotyped with Illumina 610K (Illumina, San Diego, CA, USA) array 1,674 (23%) with Illumina 370K array as part of four genotyping projects that are summarised in the webappendix (pp 11): the AAGC (n=1,810), QIMR_610K (n=2,483), QIMR_370K (n=1,674) and Busselton (n=1,230) projects.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC3517659/unicode,yes,medium,,"PMID:21907864. Cases and controls from its abstract: 'We did a genome-wide association study (GWAS) in 2669 physician-diagnosed asthmatics and 4528 controls from Australia.' PMID:24388013 repeats the 2,669 cases and 4,528 controls under the heading 'Australian Asthma Genetics Consortium (n = 2,137)' (the number in its hay-fever analysis). The 2011 paper also calls a single genotyping project 'the Australian Asthma Genetics Consortium (AAGC) cohort (n=1,810)'; the 7,197 is the consortium's pooled GWAS, matching this term's definition.",s073
COHO:0001457,Aarhus Prostate Cancer Study,cohort,,cases and controls contributed to the PRACTICAL OncoArray genotyping (analysed subset),1140,570,2018,"Aarhus Aarhus Prostate Cancer Study Aarhus Denmark Hospital-based, Retrospective, Observational Karina Dalsgaard Sorensen, Torben Falck Orntoft European 1140 570 1079 550",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0142-8/MediaObjects/41588_2018_142_MOESM1_ESM.pdf,yes,low,,"Only source is a row of the study table in the supplement of PMID:29892016 (Nature Genetics 2018 OncoArray paper), whose columns are No. of Cases, No. of Controls, No. of Cases in Analysis, No. of Controls in Analysis: 1140 cases and 570 controls, of which 1079 and 550 were analysed. No sentence states a total, and no design paper of the study was found; the study reference given in that table (PMID:12891190) is the DANAMI-2 trial design paper, the source of the controls. These are the samples genotyped for PRACTICAL, not necessarily the study's whole enrolment.",s073
COHO:0001458,Amsterdam Breast Cancer Study,cohort,,cases and controls contributed to the BCAC COGS (iCOGS) genotyping (analysed subset),1325,1429,2014,Amsterdam Breast Cancer Study (ABCS) Netherlands 1429 1325 420 153,https://pmc.ncbi.nlm.nih.gov/articles/PMC4204770/,yes,low,,"Only source is a row of Table 1 of PMID:24943594 ('BCAC studies contributing cases and controls to COGS', columns Controls, Cases, ER+, ER−). This is the ABCS contribution to iCOGS, which per the 2013 BCAC supplement combined the NKI-AVL cases diagnosed before 50 and the familial ABCS-F cases, not the study's own enrolment. Other BCAC tables give other subsets: PMID:28670784 lists ABCS as 'Mixed Netherlands 1,245 292 800 1,177' (columns not checked) and the 2017 OncoArray supplement (Nature 2017, doi:10.1038/nature24284) lists 190 controls and 380 cases received for OncoArray genotyping. No design paper giving the whole study's size was found; the BCAC Supplementary Table 1 of the example study (PMID:32424353) is an xlsx not on disk.",s073
COHO:0001459,Amsterdam Breast Cancer Study – Familial,cohort,,cases and controls of the ABCS-F case-control study,1769,1968,2016,"ABCS-F cases (N = 1,769) were selected from the linked databases of the Division of Diagnostic Oncology and the Tumor Registry of the Antoni van Leeuwenhoek hospital in Amsterdam32.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4948019/fullTextXML,yes,medium,,"PMID:27424772. Controls from the same paper: 'ABCS-F controls (N = 1,968) are healthy women of all ages (median age was 49 years (range 18–69 years)) from the general population and were recruited through the blood bank.' No single total is stated, so participants is null. These are the ABCS-F samples in that 2016 HOXB13 study; no ABCS-F design paper was found.",s073
COHO:0001460,Australian Breast Cancer Tissue Bank,cohort,6225,breast cancer donors in the biobank as at 15 May 2014,,,2014,"Size of the bioresource 6,225 donors as at 15 May 2014 On-going recruitment of 500-600 new donors per annum",https://openbioresources.metajnl.com/articles/10.5334/ojb.aa,yes,medium,,"From the bioresource description table of the ABCTB's 2014 Open Journal of Bioresources paper (doi:10.5334/ojb.aa). Recruitment is ongoing, so the current number is larger; no more recent count was read. The 2017 BCAC OncoArray supplement lists ABCTB with 380 controls and 1095 cases received for OncoArray genotyping (a genotyped subset). The biobank-sustainability paper (PMID:25496151) gives no count.",s073
COHO:0001461,Anonymous Blood Donor Cohort,cohort,1006,Danish blood-donor control subjects in the 2007 study cited for the cohort (analysed subset),,,2007,"Eighteen known SNPs within or near brain-expressed miRNAs in three samples (Danish, Swedish and Norwegian: 420/163/257 schizophrenia patients and 1006/177/293 control subjects), were analyzed.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1964806/fullTextXML,yes,low,,"PMID:17849003, the study the GIANT contributors cite for DKctrl; its Danish controls 'were recruited among 15,000 blood-donors from the Danish Blood Donor Corps in the Copenhagen area' (15,000 is the donor pool, not participants). The 1006 are the Danish controls of that study; the number of DKctrl samples in the GIANT height/BMI meta-analyses (PMID:36224396, PMID:40691366) is not stated in any main text read (probably in their xlsx supplementary tables, not on disk).",s073
COHO:0001462,Adelaide Blood Pools,cohort,530,unrelated individuals in the Adelaide sample (pools drawn from its thinnest and thickest fifths),106,105,2010,"This study consisted of 530 unrelated individuals in total, with 106 individuals in the thin CCT group (covers 20% lower tail of the underlying CCT distribution) and 105 individuals in the thick CCT group (covers 20% upper tail).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2869325/fullTextXML,yes,high,,"PMID:20485516. The thin-CCT group formed the case pool and the thick-CCT group the control pool; Table 3 gives 106 and 105. A further 30 Adelaide samples from the extreme quantiles, not available for pooling, were individually genotyped.",s073
COHO:0001463,Aneurysm Consortium,cohort aggregation,,AAA cases and WTCCC2 controls in the consortium's 2011 GWAS discovery study,1866,5435,2011,A genome-wide discovery study was performed by comparing data from 1866 cases with AAA and 5435 unscreened controls from the WTCCC2 study consisting of samples from the 1958 British Birth Cohort and from the UK National Blood Service.,https://europepmc.org/api/getPdf?pmcid=PMC3213391,yes,medium,,"PMID:22055160. No single total is stated, so participants is null. The same paper replicated in 2871 further cases and 32,687 controls (1579 cases and 2184 screened controls genotyped plus an in-silico GWAS of 1292 cases and 30,503 controls) and followed up in 1491 AAA and 11,060 controls; its combined analysis had 6228 AAA and 49182 controls. The 2008 consortium announcement (PMID:18621558) states only a planned minimum of 2000 cases and 2000 controls. PMID:37845353 uses AC-WTCCC as a validation cohort without a count in the sentences read.",s073
COHO:0001464,Autism Case-Control cohort,cohort,,subjects with ASDs and controls in the ACC cohort as genotyped for the 2009 GWAS,1453,7070,2009,"To boost power for identifying these associations, we examined an Autism Case-Control cohort (ACC cohort, Table 1), comprising 1,453 subjects with ASDs from several US sites, and 7,070 control subjects without ASDs from the Children's Hospital of Philadelphia, who were also genotyped on the same platform.",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2943511/unicode,yes,medium,,"PMID:19404256. No single total is stated, so participants is null. After QC and restriction to European ancestry the GWAS used 1,204 affected and 6,491 control subjects (abstract). The CNV paper (PMID:19404257) says: 'We assembled an Autism Case-Control (ACC) cohort by collecting 859 ASD cases (from a total of 1,246 ACC cases, parents, and siblings) of European ancestry, and 1,409 healthy controls.'",s073
