ID	TYPE	label	data collection location	evidence	source
COHO:0002016	owl:NamedIndividual	LOOP study	dbpedia:Denmark	We also assessed the Mult-t-EUR score in the LOOP study, a Danish clinical trial assessing implantable loop recorder (ILR) screening in older participants without AF but at elevated cardiovascular risk.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC13350093/unicode
COHO:0002036	owl:NamedIndividual	Mayo lung cancer GWAS	dbpedia:United_States	First, a genome-wide association study of single nucleotide polymorphisms (SNPs) was done with 754 never smokers (377 matched case-control pairs at Mayo Clinic, Rochester, MN, USA).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:20304703%20AND%20SRC:MED&format=json&resultType=core
COHO:0002037	owl:NamedIndividual	Mayo Clinic-MD Anderson-Memorial Sloan Kettering Pharmacogenomics Research Network Breast Cancer Aromatase Inhibitor Pharmacogenomics Study	dbpedia:United_States	Postmenopausal patients with resected early stage ER+ breast cancer were recruited from the Mayo Clinic, MD Anderson Cancer Center, and Memorial Sloan Kettering Cancer Center as part of the National Institute of General Medical Sciences–funded PGRN Aromatase Inhibitor Pharmacogenomics Trial (Mayo‐MDA‐MSK).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6612579/fullTextXML
COHO:0002042	owl:NamedIndividual	Mind Clinical Imaging Consortium	dbpedia:United_States	The Mental Illness and Neuroscience Discovery Institute, now the Mind Research Network (MRN, http://www.mrn.org/ ), comprised of investigators at the University of New Mexico, the University of Minnesota, Massachusetts General Hospital, and the University of Iowa, conducted a cross-sectional study to identify quantitative neuroimaging biomarkers of schizophrenia.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:23760817%20AND%20SRC:MED&format=json&resultType=core
COHO:0002050	owl:NamedIndividual	Mayo Endometrial Cancer Study	dbpedia:United_States	MECS Mayo Endometrial Cancer Study USA; Clinic based cases	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-018-05427-7/MediaObjects/41467_2018_5427_MOESM4_ESM.xlsx
COHO:0002054	owl:NamedIndividual	Melbourne Epidemiological Study of Childhood Asthma	dbpedia:Australia	Introduction The study set-up The Melbourne Epidemiological Study of Childhood Asthma (MESCA) also known as the Melbourne Asthma Study, was initiated in 1964 by the late Howard Williams of the Royal Children’s Hospital, Melbourne, with the initial aim of determining the prevalence and describing the natural history of childhood asthma and wheezy bronchitis.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13331842/fullTextXML
COHO:0002063	owl:NamedIndividual	Massachusetts General Hospital Stroke Study	dbpedia:United_States	MGH Stroke Study: The Genetics of Cerebral Hemorrhage on Anticoagulation (GOCHA) study is a multicenter study of the genetics of intracerebral hemorrhage in the USA, based at the Massachusetts General Hospital.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0133-9/MediaObjects/41588_2018_133_MOESM1_ESM.pdf
COHO:0002072	owl:NamedIndividual	Michigan, Mayo, AREDS, Pennsylvania Cohort Study	dbpedia:United_States	The Mayo subjects were enrolled from the practices of Dr. Albert Edwards and selected colleagues from Dallas, TX and Rochester, MN starting in 1998.	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000182.v3.p1
COHO:0002073	owl:NamedIndividual	Mayo Clinic Ovarian Cancer Case-Control Study	dbpedia:United_States	MAY Mayo Clinic Ovarian Cancer Case-Control Study United States Cases attending Mayo Clinic diagnosed from 2000 onwards identified in a six- state surrounding region.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.668/MediaObjects/41588_2010_BFng668_MOESM17_ESM.pdf
COHO:0002124	owl:NamedIndividual	National Cancer Institute-Surveillance, Epidemiology, and End Results Interdisciplinary Case-Control Study of Non-Hodgkin's Lymphoma	dbpedia:United_States	Population- based case- control study, USA First primary NHL diagnosis identified through 4 SEER registries (excluding HIV- infected cases)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4786871/supplementaryFiles
COHO:0002131	owl:NamedIndividual	National Eye Institute Glaucoma Human Genetics Collaboration	dbpedia:United_States	The NEIGHBOR (NEI Glaucoma Human genetics collaBORation) consortium is a unique collaborative effort involving investigators at 12 institutions located throughout the United States.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3485429/
COHO:0002131	owl:NamedIndividual	National Eye Institute Glaucoma Human Genetics Collaboration	dbpedia:Mexico	Additionally, 182 individuals of Mexican descent from the Nogales region of Northern Mexico were enrolled as part of the Duke dataset.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3485429/
COHO:0002132	owl:NamedIndividual	National Eye Institute Glaucoma Human Genetics Collaboration Heritable Overall Operational Database	dbpedia:United_States	The national eye institute glaucoma human collaboration heritable overall operational database (NEIGHBORHOOD) dataset represents a genome-wide meta-analysis summary dataset from eight independent studies, including the Nurses’ Health Study, with a total of 3,853 POAG cases and 33,480 controls of European ancestry from the United States.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5266624/fullTextXML
COHO:0002171	owl:NamedIndividual	Nomura Study	dbpedia:Japan	Participants were recruited from rural communities in Ehime Prefecture, Japan, specifically individuals who routinely participated in annual community-based health checkups conducted at the Nomura Health and Welfare Center.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12701544/fullTextXML
COHO:0002190	owl:NamedIndividual	National Taiwan University Hospital Diabetes Study	dbpedia:Taiwan	The studied population comprised 1520 normoglycemic control subjects and 1520 type 2 diabetic patients from a Han Chinese population in Taiwan.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.1019/MediaObjects/41588_2012_BFng1019_MOESM23_ESM.pdf
COHO:0002214	owl:NamedIndividual	Leiden University Medical Centre Breast Cancer Study	dbpedia:Netherlands	Consecutive case patients diagnosed 1996–2006 in 2 hospitals in South–West Netherlands (Leiden & Rotterdam).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4754625/supplementaryFiles
COHO:0002234	owl:NamedIndividual	Norwegian ParkWest Study	dbpedia:Norway	ParkWest (Norway) Dementia was defined using operationalized level 1 MDS dementia criteria24 .	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-021-00847-6/MediaObjects/41588_2021_847_MOESM1_ESM.pdf
COHO:0002235	owl:NamedIndividual	Predictive Values of Blood Pressure and Arterial Stiffness in Institutionalized Very Aged Population Study	dbpedia:France|dbpedia:Italy	Participants were recruited by 4 French (Nancy, Dijon, Paris, and Toulouse) and 2 Italian (Cesena and Verona) university hospital centers between January 2006 and June 2008.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12746773/fullTextXML
COHO:0002240	owl:NamedIndividual	Prostate Cancer study Medical University Sofia	dbpedia:Bulgaria	PCMUS (n=281) Prostate Cancer Study Medical University Sofia Sofia, Bulgaria Case-control	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7902617/supplementaryFiles
COHO:0002267	owl:NamedIndividual	Mount Sinai Hospital-Princess Margaret Multicancer Study	dbpedia:Canada	The Mount Sinai Hospital-Princess Margaret Multicancer study (MSH-PMH) was conducted at Sinai Health System and Princess Margaret Cancer Centre, two adjacent academic health care institutions in the Greater Toronto Area, Canada, between October 2008 and December 2014.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7454981/fullTextXML
COHO:0002274	owl:NamedIndividual	Prostate Project Foundation - Postgraduate Medical School, Surrey	dbpedia:United_Kingdom	PPF-Unis / SUN study, Surrey, UK	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.3094/MediaObjects/41588_2014_BFng3094_MOESM58_ESM.pdf
COHO:0002322	owl:NamedIndividual	Royal Marsden Hospital Ovarian Cancer Study	dbpedia:United_Kingdom	RMH Royal Marsden Hospital Ovarian Cancer Study UK: London Hospital	https://pmc.ncbi.nlm.nih.gov/articles/PMC3650102/
COHO:0002323	owl:NamedIndividual	Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry	dbpedia:United_Kingdom	Healthy individuals were recruited at centers throughout the UK as part of the National Cancer Research Network Trial (1999–2002), the Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry (1999–2004), or the National Study of Colorectal Cancer Genetics Trial (2004), all established within the United Kingdom.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1925111/fullTextXML
COHO:0002330	owl:NamedIndividual	Roswell Park Cancer Institute Data Bank and BioRepository	dbpedia:United_States	We conducted a cross-sectional study including 75 healthy women, between 20 and 80 years of age, who participated in the Data Bank and BioRepository (DBBR) program at Roswell Park Cancer Institute (RPCI), Buffalo, NY, USA.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3433139/fullTextXML
COHO:0002379	owl:NamedIndividual	Shanghai Institute of Hypertension GWAS	dbpedia:China	The study included a total of 446 hypertension cases (224 men/222 women) and 455 controls (230 men, 225 women) aged 37-84 years, which were Chinese Han origin residing in the Shanghai metropolitan area and gave written informed consent to donating blood samples for genetic analysis and related assays.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.1087/MediaObjects/41588_2012_BFng1087_MOESM24_ESM.pdf
COHO:0002381	owl:NamedIndividual	Silk Road	dbpedia:Georgia_(country)|dbpedia:Armenia|dbpedia:Azerbaijan|dbpedia:Uzbekistan|dbpedia:Kazakhstan|dbpedia:Tajikistan	With the aim of studying the genetics of several phenotypes (e.g. food preferences, hearing and taste [9-12]), the Marco Polo scientific campaign, collected in 2010 genetic and phenotypic information of 411 individuals from six countries dwelling along the Silk Road (Georgia, Armenia, Azerbaijan, Uzbekistan, Kazakhstan and Tajikistan).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4267745/fullTextXML
COHO:0002385	owl:NamedIndividual	Shanghai Jiao Tong University Diabetes Study	dbpedia:China	All subjects were recruited from Shanghai Diabetes Institute of Shanghai Jiao Tong University.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.1019/MediaObjects/41588_2012_BFng1019_MOESM23_ESM.pdf
COHO:0002386	owl:NamedIndividual	Städtisches Klinikum Karlsruhe Deutsches Krebsforschungszentrum Study	dbpedia:Germany	Germany Women diagnosed with primary in situ or invasive breast cancer at the Städtisches Klinikum Karlsruhe from March 1993 to July 2005.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4754625/supplementaryFiles
COHO:0002412	owl:NamedIndividual	Singapore Translational and Clinical Research in Psychosis	dbpedia:Singapore	Participants consisted of both outpatients and inpatients recruited as part of the Singapore Translational and Clinical Research Psychosis (STCRP) program at the Institute of Mental Health, Singapore.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9954179/fullTextXML
COHO:0002435	owl:NamedIndividual	Finnish Genetic Predisposition to Prostate Cancer Study	dbpedia:Finland	TAMPERE Finnish Genetic Predisposition to Prostate Cancer Study Tampere Finland Case-control - Finland, Retrospective, Observational, Population-based	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0142-8/MediaObjects/41588_2018_142_MOESM1_ESM.pdf
COHO:0002439	owl:NamedIndividual	TASPRAC Study	dbpedia:Australia	Population-based, familial & case-control studies, Tasmania, Australia	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8381233/supplementaryFiles
COHO:0002483	owl:NamedIndividual	University of California San Francisco Atrial Fibrillation Study	dbpedia:United_States	The University of California San Francisco (UCSF) Cardiovascular Research Institute (CVRI) Resource in Arteriosclerosis and Metabolic Disease is an ongoing multi-ethnic study of adults ≥ 18 years of age which was started in 1989 and now includes 28,000 participants recruited from the UCSF medical system.	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001933.v2.p1
COHO:0002487	owl:NamedIndividual	University of Florida Diabetes Institute Study Bank	dbpedia:United_States	Informed consent was obtained from subjects enrolled from outpatient clinics of the University of Florida, Gainesville, Florida; Nemours Children’s Hospital, Orlando, Florida; and Emory University, Atlanta, Georgia, under Institutional Review Board (IRB)-approval at each facility (IRB #201400709).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5852207/fullTextXML
COHO:0002517	owl:NamedIndividual	Familial Prostate Cancer Study Ulm	dbpedia:Germany	familial cases (n=162): identified through questionnaires for family history by collaborating urologists all over Germany	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0142-8/MediaObjects/41588_2018_142_MOESM1_ESM.pdf
COHO:0002522	owl:NamedIndividual	University of North Carolina CanCORS study	dbpedia:United_States	UNC_CanCORS assembled a prospective population-based cohort of colorectal cancer patients from a 33-county area in North Carolina diagnosed between April 2003 and January 2005.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fncomms5613/MediaObjects/41467_2014_BFncomms5613_MOESM440_ESM.pdf
COHO:0002531	owl:NamedIndividual	Utah Chronic Lymphocytic Leukemia Study	dbpedia:United_States	Utah Chronic Lymphocytic Leukemia Study UTAH 355 420 Mixed: clinic- and population- based cases and controls, USA	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fncomms10933/MediaObjects/41467_2016_BFncomms10933_MOESM1570_ESM.pdf
COHO:0002536	owl:NamedIndividual	University of Wisconsin Transdisciplinary Tobacco Use Research Center Trial	dbpedia:United_States	UW-TTURC participants were recruited for nicotine dependence and smoking cessation treatment clinical trials in Madison and Milwaukee, Wisconsin beginning in 2001	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4930126/fullTextXML
