ID	TYPE	label	participants	participants evidence	participants source	participants note	cases	cases evidence	cases source	cases note	controls	controls evidence	controls source	controls note
COHO:0001503	owl:NamedIndividual	Amsterdam UMC dilated cardiomyopathy GWAS cohort					978	Following QC procedures, the genome-wide data (the non-pruned data) for the 978 high-quality cases and 7207 high-quality controls were imputed to the TOPMed imputation panel on the Michigan Imputation Server.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-024-01975-5/MediaObjects/41588_2024_1975_MOESM1_ESM.pdf	DCM cases and NTR controls passing genotype QC (2024)	7207	Following QC procedures, the genome-wide data (the non-pruned data) for the 978 high-quality cases and 7207 high-quality controls were imputed to the TOPMed imputation panel on the Michigan Imputation Server.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-024-01975-5/MediaObjects/41588_2024_1975_MOESM1_ESM.pdf	DCM cases and NTR controls passing genotype QC (2024)
COHO:0001505	owl:NamedIndividual	Bipolar Affective Case Control Study					515	The aim of our study is to explore the association of DTNBP1 with BD and with a sub phenotype, presence/absence of psychotic symptoms, in a sample of 515 patients with BD (ICD10/DSMIV) and 1,316 ethnically matched control subjects recruited from the UK.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19089808+AND+SRC%3AMED&format=json&resultType=core	bipolar disorder cases and UK controls (2009)	1316	The aim of our study is to explore the association of DTNBP1 with BD and with a sub phenotype, presence/absence of psychotic symptoms, in a sample of 515 patients with BD (ICD10/DSMIV) and 1,316 ethnically matched control subjects recruited from the UK.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19089808+AND+SRC%3AMED&format=json&resultType=core	bipolar disorder cases and UK controls (2009)
COHO:0001506	owl:NamedIndividual	Arizona Study of Aging and Neurodegenerative Disorders and Brain and Body Donation Program	3100	The BBDP has been in existence since 1987 and has enrolled more than 3100 subjects over that time, which constitutes more than 2% of the current combined populations of the surrounding retirement communities.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4593391/unicode	subjects enrolled since 1987 (stated as 'more than 3100'), 2015								
COHO:0001507	owl:NamedIndividual	BARCODE1	6393	Among 40,292 persons invited to participate, 8953 (22.2%) expressed interest in participating and 6393 had their polygenic risk score calculated; 745 (11.7%) had a polygenic risk score in the 90th percentile or higher and were invited to undergo screening.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:40214032%20AND%20SRC:MED&format=json&resultType=core	men with a polygenic risk score calculated (genotyped participants), 2025								
COHO:0001508	owl:NamedIndividual	Therapeutic Trial collection	1340	Similarly, details on the first validation set that includes subjects assembled by Bayer Schering Pharma from its therapeutic trials include a total of 1340 cases (Table 1b).	https://pmc.ncbi.nlm.nih.gov/articles/PMC3099419/	MS/CIS patients pooled from the Bayer Schering Pharma trials (cases in the 2009 validation set)	1340	Similarly, details on the first validation set that includes subjects assembled by Bayer Schering Pharma from its therapeutic trials include a total of 1340 cases (Table 1b).	https://pmc.ncbi.nlm.nih.gov/articles/PMC3099419/	MS/CIS patients pooled from the Bayer Schering Pharma trials (cases in the 2009 validation set)				
COHO:0001509	owl:NamedIndividual	Berlin Birth Cohort	2089	Two thousand and eighty-nine (2089) Caucasian women without preexisting diabetes and preexisting hypertension with singleton pregnancies delivering consecutively at the Charité obstetrics department participated in this study.	PMID:19696694	women (mother-child pairs) analysed in a 2009 study of the cohort; analysed subset, no whole-cohort total found								
COHO:0001510	owl:NamedIndividual	British Breast Cancer Study					1695	For this analysis we included 1695 cases, 1564 of whom had two sequential or simultaneous primary breast cancers, and 131 of whom had at least two affected first degree relatives. The excess relative risk among cases with a second primary and those with two affected first degree relatives has been shown to be equivalent( 1 ) so the subsequent analysis assumes that all cases are bilateral. 2001 controls were ascertained as friends and non-blood relatives of the cases.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3272480/	analysed subset: cases and controls of white ancestry in a 2012 BBCS analysis; no total stated	2001	For this analysis we included 1695 cases, 1564 of whom had two sequential or simultaneous primary breast cancers, and 131 of whom had at least two affected first degree relatives. The excess relative risk among cases with a second primary and those with two affected first degree relatives has been shown to be equivalent( 1 ) so the subsequent analysis assumes that all cases are bilateral. 2001 controls were ascertained as friends and non-blood relatives of the cases.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3272480/	analysed subset: cases and controls of white ancestry in a 2012 BBCS analysis; no total stated
COHO:0001511	owl:NamedIndividual	Biobank of the Americas-Genomelink	8417	Finally, we validated the selected PRS models using an independent set of 8,417 individuals from Biobank of the Americas-Genomelink (BbofA-GL); and performed a PRS-Phewas.	PMID:39218908	BbofA-GL individuals used to validate PRS models (survey Aug 2022-Feb 2023)								
COHO:0001512	owl:NamedIndividual	British Columbia Non-Hodgkin Lymphoma study					828	828 cases and 848 controls completed at least part of a study questionnaire; however, only those subjects with DNA available were used in this study.	PMID:19917125	cases and controls who completed at least part of the study questionnaire; no total stated	848	828 cases and 848 controls completed at least part of a study questionnaire; however, only those subjects with DNA available were used in this study.	PMID:19917125	cases and controls who completed at least part of the study questionnaire; no total stated
COHO:0001513	owl:NamedIndividual	British Columbia Familial Hypercholesterolemia Registry	339	We recruited 339 patients with clinically diagnosed HeFH, with a total of 3700 person-years of follow-up.	PMID:27931859	patients with clinically diagnosed HeFH recruited (2016 report)								
COHO:0001514	owl:NamedIndividual	New York Breast Cancer Family Registry	4004	The New York site enrolled 4004 individuals, of which 1139 women were affected with breast cancer at baseline and eligible for this analysis.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5731703/	individuals enrolled at the New York site (1996-2011)								
COHO:0001515	owl:NamedIndividual	Philadelphia Breast Cancer Family Registry	780	Total probands 2927 4766 2160 1134 780 183 11,950	https://pmc.ncbi.nlm.nih.gov/articles/PMC468645/	probands (index family members) recruited at the Philadelphia site 1996-2003; relatives not included								
COHO:0001516	owl:NamedIndividual	Utah Breast Cancer Family Registry	183	Total probands 2927 4766 2160 1134 780 183 11,950	https://pmc.ncbi.nlm.nih.gov/articles/PMC468645/	probands (index family members) recruited at the Utah site 1996-2003; relatives not included								
COHO:0001517	owl:NamedIndividual	Barry Caerphilly Growth Study	1163	The Barry Caerphilly Growth (BCG) cohort study is a long-term follow-up of a randomized controlled trial of 1,163 infants born consecutively between March 1972 and October 1974 in two populations from the towns of Barry and Caerphilly in South Wales [15].	PMID:22479550	infants born March 1972-October 1974 in the milk-token trial								
COHO:0001518	owl:NamedIndividual	Breast Cancer in Northern Israel Study	11608	Data from two large prospective population-based case-control studies, the Molecular Epidemiology of Colorectal Cancer (MECC, n = 8,383) and the Breast Cancer in Northern Israel Study (BCINIS, n = 11,608), were used to better understand the nature and temporality of a possible association between cancer diagnosis and AF events before and after cancer diagnosis.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5764256/	BCINIS participants (cases and controls) in a 2018 analysis								
COHO:0001519	owl:NamedIndividual	Blood-Cell Consortium	746667	BCX2 is a consortium comprising of trans-ethnic data of blood cell traits of 746,667 individuals from five different ancestries.	PMID:34925446	individuals in the second-phase (BCX2) trans-ethnic GWAS of blood-cell traits (2020)								
COHO:0001520	owl:NamedIndividual	Bavarian Endometrial Cancer Cases and Controls Study	221	Replication analysis in the German population included 221 cases from the Bavarian Endometrial Cancer Study (BECS) and 251 healthy controls aged 55 years and older from the Bavarian Breast Cancer Cases and Controls (BBCC).	https://pmc.ncbi.nlm.nih.gov/articles/PMC13537468/	analysed subset: BECS endometrial cancer cases genotyped on OncoArray and used in a 2025 replication (its controls came from BBCC)	221	Replication analysis in the German population included 221 cases from the Bavarian Endometrial Cancer Study (BECS) and 251 healthy controls aged 55 years and older from the Bavarian Breast Cancer Cases and Controls (BBCC).	https://pmc.ncbi.nlm.nih.gov/articles/PMC13537468/	analysed subset: BECS endometrial cancer cases genotyped on OncoArray and used in a 2025 replication (its controls came from BBCC)				
COHO:0001521	owl:NamedIndividual	Belfast Elderly Longitudinal Free-living Ageing Study	500	In the BELFAST study, 90 year old subjects, who are 'very good' for their age, also called 'elite' (approximately 500), were recruited through their General Practitioners, from the Greater Belfast area [1,2].	PMID:20507630	'elite' 90-year-old subjects recruited through GPs (approximate)								
COHO:0001522	owl:NamedIndividual	Flanders-Belgian AD cohort	2370	The Flanders-Belgian study cohort (Belgium_AD, n = 2370), was ascertained in the frame of a prospective study of AD, as previously described in Bettens et al.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4370231/	Belgian AD patients and controls in a 2014 genetic analysis	1263	The Flanders-Belgian study cohort (Belgium_AD, n = 2370), was ascertained in the frame of a prospective study of AD, as previously described in Bettens et al.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4370231/	Belgian AD patients and controls in a 2014 genetic analysis	1107	The Flanders-Belgian study cohort (Belgium_AD, n = 2370), was ascertained in the frame of a prospective study of AD, as previously described in Bettens et al.	https://pmc.ncbi.nlm.nih.gov/articles/PMC4370231/	Belgian AD patients and controls in a 2014 genetic analysis
COHO:0001523	owl:NamedIndividual	Boston Early-Onset COPD Study	139	The cohort of 139 probands in the Boston Early-Onset COPD Study was recruited from lung transplant and general pulmonary clinics between September 1994 and July 2002.	PMID:15539711	probands with severe early-onset COPD recruited 1994-2002; their enrolled relatives not included								
COHO:0001524	owl:NamedIndividual	Bangladesh Vitamin E and Selenium Trial	7000	There were 7,000 participants enrolled in the trial between April 2006 and August 2009.	PMID:23590571	participants randomised (enrolled April 2006-August 2009)								
COHO:0001525	owl:NamedIndividual	Black Women with Breast Cancer: Etiology, Survival, and Treatment Outcomes Study	785	For the present retrospective cohort analysis, of the 785 BEST participants in the parent study, we excluded women missing data on stage at diagnosis (n = 30), those with stage IV disease at diagnosis (n = 27), with bilateral breast cancer (n = 36), those missing timing of genetic testing (n = 45), or missing timing of surgery (n = 14) yielding a final analytic sample of 633.	PMID:41360000	BEST participants in the parent study (Black women diagnosed 2005-2018 at age 50 or younger)								
COHO:0001527	owl:NamedIndividual	Brains for Dementia Research	3276	At January 2018, a total of 3,276 volunteers had been recruited to the study, with 3,128 of the recruited 3,276 undergoing baseline assessments and 6,676 follow up assessments undertaken at this census date.	https://pmc.ncbi.nlm.nih.gov/articles/PMC6294579/	volunteers recruited to the study by January 2018								
COHO:0001528	owl:NamedIndividual	Scottish Bipolar Family Study	283	Participants were adolescents and young adults (N = 283, age 15–30 years) recruited as part of the Scottish Bipolar Family Study (SBFS) (Chan et al., 2016; Ganzola et al., 2018; Sprooten et al., 2011; Whalley et al., 2015).	PMID:32954013	adolescents and young adults (high-risk and controls) recruited to the SBFS								
COHO:0001529	owl:NamedIndividual	Brazilian Immunogenetics of Asthma and Schistosomiasis	822	By use of a whole-population ascertainment scheme, 822 individuals were enrolled from a schistosomiasis-endemic area in Conde, Bahia, in Brazil.	PMID:18717640	individuals enrolled by whole-population ascertainment (2004)								
COHO:0001530	owl:NamedIndividual	Biobank Innovations for Chronic Cerebrovascular Disease With Alzheimer's Disease Study	1013	As of December 2020, a total of 1,013 participants were enrolled in BICWALZS.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8898610/fullTextXML	older adults with cognitive complaints enrolled October 2016 to December 2020								
